date,Firm,Sample,Turnout,Spanish_Socialist_Workers%27_Party,People%27s_Party_(Spain),Vox_(political_party),Unidas_Podemos,Citizens_(Spanish_political_party),Republican_Left_of_Catalonia%E2%80%93Sovereigntists,M%C3%A1s_Pa%C3%ADs,Together_for_Catalonia_(2020),Basque_Nationalist_Party,EH_Bildu,Popular_Unity_Candidacy,Canarian_Coalition%E2%80%93New_Canaries,Galician_Nationalist_Bloc,Navarra_Suma,Regionalist_Party_of_Cantabria,Teruel_Existe,Lead,Together_for_Catalonia_(2017)
2021-05-29,SocioMétrica/El Español[183][184],1100,NA,25.4,26.5,16.9,9.3,3.1,3.6,4,2.6,1.7,1.2,0.9,0.4,0.5,0.4,0.2,0.1,1.1,NA
2021-05-28,ElectoPanel/Electomanía[185],1272,NA,25.4,27.9,16.7,10.7,3,3.5,3.5,2.3,1.7,1.1,0.9,0.5,0.6,0.4,0.3,0.1,2.5,NA
2021-05-24,DYM/Henneo[186][187],1008,NA,24.5,28.1,16,9.3,3.4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA
2021-05-22,NC Report/La Razón[188][189],1000,64.2,25.8,30,14.9,9.2,2.9,3.3,3.9,2.3,1.6,1.2,NA,NA,NA,0.4,NA,NA,4.2,NA
2021-05-22,ElectoPanel/Electomanía[190],1582,NA,25.2,27.3,16.4,11,2.9,3.5,3.3,2.4,1.7,1.2,0.9,0.5,0.6,0.4,0.3,0.1,2.1,NA
2021-05-21,InvyMark/laSexta[191],NA,NA,26.9,27.2,18.4,8.2,1.4,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
2021-05-20,KeyData/Público[192],NA,68.9,26.2,27,16.4,10.2,3.5,3.5,3.3,2.2,1.5,1.2,1,0.5,NA,NA,NA,NA,0.8,NA
2021-05-20,Metroscopia[66][193],NA,NA,22.8,30.3,12.2,11.3,2.2,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA
2021-05-18,GAD3/ABC[194][195],1202,74,25.4,30.5,13.8,8.3,3.3,3,4.1,2.4,1.8,1.2,1,0.4,0.7,0.4,0.2,0.1,5.1,NA
2021-05-17,Sigma Dos/Antena 3[196],NA,NA,26,30.7,15.7,10,3.1,3,4,2,1.9,NA,NA,NA,NA,NA,NA,NA,4.7,NA
2021-05-15,ElectoPanel/Electomanía[197],1930,NA,26.4,26.9,15.8,10.9,2.9,3.5,2.9,2.4,1.7,1.2,0.9,0.5,0.6,0.4,0.3,0.1,0.5,NA
2021-05-14,Celeste-Tel/Onda Cero[198][199],1100,64.5,26,28.1,16.2,9.6,2.5,3.2,6,2,1.3,1.1,0.9,0.4,0.6,0.4,0.3,0.1,2.1,NA
2021-05-13,CIS[200][201][202],3814,NA,27.9,23.4,13.7,10.4,5.3,3,3.8,1.6,1.1,1.1,0.6,0.3,0.5,0.4,0.2,0.1,4.5,NA
2021-05-12,Simple Lógica[203],1063,65.5,26,26.2,15.9,8.7,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA
2021-05-11,Hamalgama Métrica/OKDiario[204],1000,NA,25.5,27.3,17.9,9,2.3,3.1,5.9,2.3,1.6,1.3,0.9,0.5,0.6,0.4,0.2,0.1,1.8,NA
2021-05-08,NC Report/La Razón[205][206],1000,64.4,26.1,26.9,17.1,9.9,2.8,3.4,3.7,2.3,1.5,1.3,NA,NA,NA,0.4,NA,NA,0.8,NA
2021-05-07,InvyMark/laSexta[207],NA,NA,26.7,27.3,18.9,7.9,1.2,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
2021-05-06,Sigma Dos/El Mundo[208],1000,NA,25.7,30.2,15.2,13,3.6,3.1,2,2,1.9,NA,NA,NA,NA,NA,NA,NA,4.5,NA
2021-05-06,Demoscopia y Servicios/ESdiario[209],1000,NA,25.3,25.9,16.9,10.3,2.3,3.4,5.1,2.7,1.6,1.3,1,0.4,0.6,0.4,0.3,0.1,0.6,NA
2021-05-06,ElectoPanel/Electomanía[210],1825,NA,26.9,25.8,16.6,11.4,3.2,3.5,2.1,2.5,1.6,1.3,0.9,0.5,0.6,0.4,0.3,0.1,1.1,NA
2021-05-02,ElectoPanel/Electomanía[211],4320,NA,27.1,24,16.9,12.3,4,3.6,1.7,2.3,1.6,1.3,0.9,0.5,0.6,0.4,0.3,0.1,3.1,NA
2021-04-24,ElectoPanel/Electomanía[212],3125,NA,27,23.9,16.9,12.5,4,3.6,1.6,2.3,1.6,1.3,0.9,0.5,0.6,0.4,0.3,0.1,3.1,NA
2021-04-17,ElectoPanel/Electomanía[213],2450,NA,26.6,24.2,17.2,12.4,3.8,3.6,1.7,2.4,1.6,1.3,0.9,0.5,0.6,0.4,0.3,0.1,2.4,NA
2021-04-16,GAD3/NIUS[214][215],1001,63,28.7,27,14.5,9.2,4.5,3.2,2.3,2,1.9,1.1,0.8,0.4,0.6,0.4,0.2,0.1,1.7,NA
2021-04-16,InvyMark/laSexta[216],NA,NA,28,24.5,18.3,9.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA
2021-04-15,Metroscopia[66],NA,NA,29.8,24.1,17.6,11.2,2.1,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA
2021-04-14,CIS (SocioMétrica)[a][217],3823,62.6,30,20.8,18.8,10.8,4,3.2,2.3,1.2,1.7,0.9,0.6,0.2,0.4,0.3,0,0.1,9.2,NA
2021-04-14,CIS[218][219][220],3823,NA,31.5,20.6,15.4,10.7,6.7,2.8,1.9,1.5,1.5,0.9,0.6,0.3,0.5,0.4,NA,NA,10.9,NA
2021-04-13,Simple Lógica[221],1053,65.6,27.9,22.9,17.6,11.1,3.8,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA
2021-04-09,ElectoPanel/Electomanía[222],2300,NA,26.2,24.1,17,12.8,3.9,3.6,1.7,2.4,1.6,1.3,0.9,0.5,0.6,0.4,0.3,0.1,2.1,NA
2021-04-02,ElectoPanel/Electomanía[223],2000,NA,26.5,24.1,16.8,13,3.7,3.6,1.7,2.5,1.6,1.3,0.9,0.5,0.6,0.4,0.3,0.1,2.4,NA
2021-03-31,NC Report/La Razón[224][225],1000,63.1,26.6,24.8,17.4,11.5,4,3.3,2.5,2.2,1.5,1.3,NA,NA,NA,0.4,NA,NA,1.8,NA
2021-03-26,ElectoPanel/Electomanía[226],2000,NA,26.4,24.5,16.6,13.4,3.2,3.5,1.7,2.6,1.6,1.3,0.9,0.5,0.5,0.4,0.3,0.1,1.9,NA
2021-03-20,ElectoPanel/Electomanía[227],2513,NA,26.2,24.5,16.7,13.7,2.8,3.6,1.7,2.6,1.6,1.3,0.9,0.5,0.5,0.4,0.3,0.1,1.7,NA
2021-03-19,InvyMark/laSexta[228],NA,NA,28.4,23.9,18.6,9.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA
2021-03-15,ElectoPanel/Electomanía[229],2400,NA,26.2,24.6,16.6,13.4,2.4,3.6,1.8,2.5,1.6,1.4,1.1,0.5,0.7,0.4,0.3,0.1,1.6,NA
2021-03-15,Metroscopia[66],NA,NA,27.9,20.9,19.9,11.8,3,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA
2021-03-13,ElectoPanel/Electomanía[230],2576,NA,29.9,23,18.1,9.9,2.5,3.6,1.9,2.5,1.6,1.4,1,0.5,0.7,0.4,0.3,0.1,6.9,NA
2021-03-11,CIS[231][232][233],3820,NA,31.3,17.9,15,9.6,9.5,3.2,2,1.5,1.7,1,0.8,0.2,0.6,0.4,NA,0.1,13.4,NA
2021-03-09,Simple Lógica[234],1023,64.6,27.1,17.5,18.5,11,7.6,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA
2021-03-05,InvyMark/laSexta[228],NA,NA,26.8,23.2,17.4,10.3,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA
2021-03-05,ElectoPanel/Electomanía[235],1406,NA,28.5,21.2,18.9,10.5,4.9,3.4,1.8,2.4,1.4,1.3,0.9,0.5,0.7,0.4,0.3,0.1,7.3,NA
2021-03-03,Sigma Dos/El Mundo[236][237][238],1096,NA,27.2,22.9,17.4,11.7,5.4,3.2,0.9,2,2.1,NA,NA,NA,NA,NA,NA,NA,4.3,NA
2021-03-01,KeyData/Público[239],NA,68.5,27.8,21.3,17.7,11.1,5.7,3.6,1.6,2.2,1.5,1.2,1,0.5,NA,NA,NA,NA,6.5,NA
2021-02-28,NC Report/La Razón[240][241],1000,63.3,27.4,23.7,18,10.9,4.3,3.3,2.5,2.2,1.5,1.3,NA,NA,NA,0.4,NA,NA,3.7,NA
2021-02-27,ElectoPanel/Electomanía[242],1406,NA,29,20.8,19,10.5,5,3.4,1.7,2.5,1.3,1.4,0.8,0.5,0.7,0.4,0.3,0.1,8.2,NA
2021-02-25,GAD3/NIUS[243][244],1000,62,28.6,22.2,17.1,10.1,5.9,3.7,1.5,2.2,1.7,1.2,1.1,0.4,0.6,0.4,0.2,0.1,6.4,NA
2021-02-23,DYM/Henneo[245][246],1002,NA,25.4,19.6,18.1,12.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA
2021-02-23,Celeste-Tel/Onda Cero[247],1100,64.4,28.3,22.3,18.2,10.1,4.6,3.6,2.6,2.1,1.6,1.2,1.1,0.5,0.7,0.4,0.3,0.1,6.0,NA
2021-02-22,Hamalgama Métrica/OKDiario[248],1000,NA,28.7,22.1,19.1,9.9,3.1,3.4,2.4,NA,NA,NA,NA,NA,NA,0.4,NA,NA,6.6,NA
2021-02-20,ElectoPanel/Electomanía[249],1406,NA,29.4,20.9,18.4,10,5.6,3.4,1.7,2.4,1.3,1.4,0.8,0.5,0.7,0.4,0.3,0.1,8.5,NA
2021-02-17,Sigma Dos/El Mundo[250][251],1145,NA,27.6,23.4,15.6,11.9,6.3,3.2,0.9,2.2,2,NA,NA,NA,NA,NA,NA,NA,4.2,NA
2021-02-16,ElectoPanel/Electomanía[252],1240,NA,29,21.6,17.9,10.2,5.6,3.4,1.7,2.4,1.3,1.4,0.8,0.5,0.7,0.4,0.3,0.1,7.4,NA
2021-02-15,Metroscopia[66],NA,NA,28.7,19.6,19.1,11.3,4.6,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA
2021-02-12,ElectoPanel/Electomanía[253],2530,NA,27.3,22.9,15.8,10.7,7.5,3.3,1.7,2.4,1.5,1.4,0.8,0.5,0.7,0.4,0.3,0.1,4.4,NA
2021-02-11,CIS (SocioMétrica)[a][254],3869,64.7,28.1,19.7,16.3,11.3,9,3.3,2.6,1.3,1.2,0.7,1.1,0.2,0.7,0.3,0.2,0.3,8.4,NA
2021-02-11,CIS[255][256][257],3869,NA,30.7,18.8,13.6,11.2,9.3,3.5,1.7,1.3,1.5,0.8,0.9,0.4,0.7,0.4,0.2,0.1,11.9,NA
2021-02-06,ElectoPanel/Electomanía[258],1814,NA,27.2,23.5,15.2,10.8,7.4,3.4,1.8,2.3,1.5,1.3,0.8,0.5,0.7,0.4,0.3,0.1,3.7,NA
2021-02-05,Simple Lógica[259],1054,62,28.8,18.8,16.9,10.3,9.2,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA
2021-01-29,ElectoPanel/Electomanía[260],1493,NA,27,23.4,15.4,11,7.3,3.4,1.8,2.3,1.5,1.3,0.8,0.5,0.7,0.4,0.3,0.1,3.6,NA
2021-01-25,CIS (SocioMétrica)[a][261],3862,62.6,28.6,22.2,15.9,10,7.4,2.9,1.9,1.6,1.7,0.8,0.7,0.3,0.6,0.8,0.1,0,6.4,NA
2021-01-25,CIS[262][263][264],3862,NA,30.7,20.5,13,10.7,9.3,2.9,1.5,1.5,1.6,0.9,0.6,0.5,0.5,0.6,0.3,NA,10.2,NA
2021-01-22,ElectoPanel/Electomanía[265],1470,NA,27.1,23.2,15.6,11,7.3,3.4,1.7,2.3,1.5,1.3,0.8,0.5,0.7,0.4,0.3,0.1,3.9,NA
2021-01-22,InvyMark/laSexta[266],NA,NA,27,23.2,16.9,10.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
2021-01-15,Metroscopia[66][193],NA,NA,27.2,22.8,16.5,11.5,6.4,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA
2021-01-15,Celeste-Tel/Onda Cero[267],1100,64.7,27,23.7,14.8,11.8,6.7,3.9,2.5,2.2,1.6,1.2,1,0.5,0.9,0.4,0.3,0.1,3.3,NA
2021-01-15,ElectoPanel/Electomanía[268],1382,NA,27.2,23.1,15.8,11.1,7.1,3.3,1.7,2.3,1.5,1.3,0.8,0.5,0.7,0.4,0.3,0.1,4.1,NA
2021-01-14,Hamalgama Métrica/OKDiario[269],1000,NA,26.4,24.4,15.6,12.5,5.2,3.8,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,2.0,NA
2021-01-13,Simple Lógica[270],1045,66.3,26.3,21.1,15.2,10.7,8.9,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA
2021-01-10,SyM Consulting[271][272],2915,70,26.7,24.6,14.2,9.6,6.6,3.7,NA,2,1.6,1.1,NA,NA,NA,NA,NA,NA,2.1,NA
2021-01-09,ElectoPanel/Electomanía[273],1562,NA,27.2,22.8,16.1,11.2,6.9,3.3,1.7,2.4,1.5,1.3,0.8,0.5,0.6,0.4,0.3,0.1,4.4,NA
2021-01-05,SocioMétrica/El Español[274],1206,NA,26.7,22.9,16.7,10.5,6.7,3.4,2.5,2.7,1.8,1.3,NA,0.8,0.6,0.3,0.3,0.1,3.8,NA
2021-01-02,ElectoPanel/Electomanía[275],1321,NA,27.3,23,16,11.2,6.8,3.3,1.7,2.4,1.5,1.3,0.8,0.5,0.6,0.4,0.3,0.1,4.3,NA
2020-12-30,NC Report/La Razón[276][277],1000,62.8,26.2,24.3,15.2,11.7,6.7,3.5,2.2,1.5,1.2,1,0.4,1,0.4,0.2,0.1,1.9,NA,2.38/9
2020-12-29,Sigma Dos/El Mundo[278][279],1144,NA,27.9,25.2,13.5,10.8,7.6,3.3,1,1.9,NA,NA,NA,NA,NA,NA,NA,2.7,NA,2.1
2020-12-25,ElectoPanel/Electomanía[280],1413,NA,27.4,22.7,16.3,11.3,6.7,3.3,1.7,1.5,1.3,0.8,0.5,0.6,0.4,0.3,0.1,4.7,NA,2.49
2020-12-24,KeyData/Público[281],NA,67.3,27,22.8,15.6,11.1,7.5,3.5,2.3,1.6,1.1,0.9,0.5,NA,NA,NA,NA,4.2,NA,2.29
2020-12-18,InvyMark/laSexta[282],NA,NA,27.4,23,16.1,10.2,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA
2020-12-17,DYM/Henneo[283][284],1000,NA,24,22.9,17.4,10.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA
2020-12-17,ElectoPanel/Electomanía[285],1413,NA,27.3,22.3,16.6,11.4,6.5,3.4,1.6,1.6,1.3,0.8,0.5,0.7,0.4,0.3,0.1,5,NA,2.510
2020-12-15,Metroscopia[66],NA,NA,27,21.9,16.9,11.1,6.2,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA
2020-12-15,Celeste-Tel/Onda Cero[286][287],1100,64.5,27.1,23.3,14.9,12,6.5,3.8,2.7,1.6,1.1,1,0.5,0.9,0.4,0.3,0.1,3.8,NA,2.28
2020-12-14,GAD3/COPE[288][289],2005,64,28,25.2,13.1,9.5,7.1,3.4,1.4,1.7,1.5,0.8,0.6,1,0.4,0.3,0.1,2.8,NA,1.87
2020-12-11,ElectoPanel/Electomanía[290],1532,NA,27.5,21.8,17,11.6,6.3,3.4,1.5,1.6,1.3,0.8,0.5,0.7,0.4,0.2,0.1,5.7,NA,2.610
2020-12-09,CIS[291][292][293],3817,NA,29.5,19.2,14,10.8,10.5,2.9,2.4,1.4,1.2,0.8,0.5,0.5,0.4,0.1,0,10.3,NA,1.77
2020-12-09,Simple Lógica[294],1065,64.8,27.9,19.9,16.2,11.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
2020-12-07,Sigma Dos/Antena 3[295],NA,NA,28.5,25.5,13.4,12.1,7,3.3,0.8,1.9,NA,NA,NA,NA,NA,NA,NA,3,NA,2.1
2020-12-05,Hamalgama Métrica/OKDiario[296],1000,NA,26.2,23.8,15.9,13,5.3,3.7,NA,NA,NA,NA,NA,NA,0.4,NA,NA,2.4,NA,?9
2020-12-05,ElectoPanel/Electomanía[297],1670,NA,27.2,21.6,17.2,11.9,6.4,3.3,1.5,1.6,1.3,0.8,0.5,0.7,0.4,0.2,0.1,5.6,NA,2.610
2020-12-05,SW Demoscopia/infoLibre[298],1237,NA,28.4,20.7,17.2,11.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA
2020-11-27,ElectoPanel/Electomanía[299],1310,NA,27.2,21.4,17.4,11.8,6.6,3.3,1.5,1.6,1.3,0.8,0.5,0.7,0.4,0.3,0.1,5.8,NA,2.510
2020-11-24,KeyData/Público[300],NA,66.9,27.3,22.4,15.9,10.8,6.9,3.6,2.4,1.7,1.1,0.9,0.4,NA,NA,NA,NA,4.9,NA,2.29
2020-11-20,DYM/Henneo[301][302],1001,NA,23.6,23.5,17.2,9.8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA
2020-11-20,ElectoPanel/Electomanía[303],2398,NA,27.2,21.1,17,11.7,6.4,3.4,2.5,1.5,1.3,0.7,0.5,0.7,0.4,0.2,0.1,6.1,NA,2.710
2020-11-15,Metroscopia[66],NA,NA,26.5,24.3,15.3,11.5,6,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA
2020-11-13,ElectoPanel/Electomanía[304],1290,NA,26.7,20.8,17.4,11.5,6.9,3.3,2.5,1.5,1.3,0.7,0.5,0.7,0.4,0.2,0.1,5.9,NA,2.711
2020-11-12,CIS (SocioMétrica)[a][305],3853,62.5,28.8,18,16.8,11.6,8.5,2.9,2.1,1.2,1,0.8,0.3,0.5,0.5,0.3,0.1,10.8,NA,1.7
2020-11-12,CIS[306][307][308],3853,NA,30.4,18.6,13.2,11.4,9.5,3.2,1.8,1.5,0.7,0.7,0.4,0.6,0.4,NA,NA,11.8,NA,1.77
2020-11-11,Simple Lógica[309],1036,63.4,29.2,20.5,15.7,11.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA
2020-11-09,Celeste-Tel/Onda Cero[310][311],1100,64.2,27.7,22.5,15.3,11.8,6.7,3.8,2.5,1.5,1.2,1,0.5,0.9,0.4,0.2,0.1,5.2,NA,2.18
2020-11-07,ElectoPanel/Electomanía[312],1263,NA,26.8,20.6,17.5,11.5,7.1,3.3,2.4,1.5,1.3,0.7,0.5,0.7,0.4,0.2,0.1,6.2,NA,2.711
2020-11-07,NC Report/La Razón[313],1000,63.1,26.8,23.2,15.9,11.5,7.2,3.5,2.1,1.5,1.3,0.8,0.4,0.8,0.4,0.2,0.1,3.6,NA,2.59/10
2020-10-31,ElectoPanel/Electomanía[314],1730,NA,26.9,20,17.6,11.6,7.4,3.3,2.3,1.4,1.3,0.7,0.5,0.7,0.4,0.2,0.1,6.9,NA,2.711
2020-10-30,InvyMark/laSexta[315],NA,NA,28.5,23.2,14.7,11,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA
2020-10-23,DYM/Henneo[316][317],1006,NA,25,24.5,16.6,10.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
2020-10-23,Sigma Dos/El Mundo[318][319],1000,NA,29.3,24,14.9,11.8,6.8,3,1,1.9,NA,NA,NA,NA,NA,NA,NA,5.3,NA,2.0
2020-10-23,Hamalgama Métrica/OKDiario[320][321],1000,NA,26.9,23.1,15.7,12.6,6.1,3.6,NA,NA,NA,NA,NA,NA,0.4,NA,NA,3.8,NA,?8
2020-10-22,ElectoPanel/Electomanía[322],4772,NA,27,20.2,17.4,11.6,7.5,3.3,2.3,1.4,1.3,0.7,0.5,0.6,0.4,0.2,0.1,6.8,NA,2.610
2020-10-20,KeyData/Público[323],NA,66.6,27.4,22.4,15.5,11.5,6.9,3.5,1.9,1.6,1.1,0.9,0.5,NA,NA,NA,NA,5,NA,2.310
2020-10-17,SocioMétrica/El Español[324],2103,NA,26.6,22.8,16.3,10.5,7.1,3.2,2.5,1.8,1.3,NA,0.4,0.7,0.4,0.3,0.1,3.8,NA,3.012
2020-10-17,NC Report/La Razón[325],1000,62.6,27,23.6,15.6,11.4,6.3,3.4,NA,1.5,1.2,NA,NA,NA,NA,NA,NA,3.4,NA,2.69/10
2020-10-16,ElectoPanel/Electomanía[326],1450,NA,27,20.4,17,11.6,7.7,3.3,2.3,1.5,1.3,0.7,0.5,0.7,0.4,0.2,0.1,6.6,NA,2.710
2020-10-15,Metroscopia[66],NA,NA,28.5,22.4,18,10.8,5.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA
2020-10-14,GIPEyOP[327],1955,59.4,21,17.4,19.7,14.7,5.5,3.7,4.1,1.8,1.6,2.1,0.5,1.1,0.1,NA,NA,1.3,NA,3.1
2020-10-10,Sigma Dos/Antena 3[328],NA,NA,28.1,24.1,14,12.4,7.2,3.2,0.9,1.9,NA,NA,NA,NA,NA,NA,NA,4,NA,1.7
2020-10-09,InvyMark/laSexta[329],NA,NA,28.8,22.7,15.1,11.1,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA
2020-10-09,ElectoPanel/Electomanía[330],1265,NA,27.1,20.7,16.7,11.5,7.9,3.3,2.2,1.4,1.2,0.7,0.5,0.6,0.4,0.2,0.1,6.4,NA,2.710
2020-10-09,Simple Lógica[331],1060,63.6,27.2,19.5,17.1,11,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA
2020-10-07,CIS (SocioMétrica)[a][332],2924,62.5,30.6,20,15.9,11.1,6.6,2.8,2.1,1.6,1.3,0.7,0.2,0.4,0.5,0.1,0.2,10.6,NA,1.7
2020-10-07,CIS[333][334][335],2924,NA,30.8,18.9,12.5,11.7,8.8,3.3,1.8,1.3,1.1,0.5,0.2,0.5,0.4,0.2,0.1,11.9,NA,1.87
2020-10-03,ElectoPanel/Electomanía[336],1265,NA,27.1,20.7,16.4,11.4,8.3,3.4,2.2,1.4,1.2,0.7,0.5,0.6,0.4,0.2,0.1,6.4,NA,2.610
2020-10-02,GAD3/ABC[337][338],960,NA,27.3,23.8,14.6,11.3,5.8,3.5,1.5,1.9,1.2,0.8,0.4,0.8,0.4,0.3,0.1,3.5,NA,1.98
2020-09-25,ElectoPanel/Electomanía[339],1410,NA,27.4,20.2,16.9,10.9,8.4,3.4,2.3,1.4,1.2,0.7,0.5,0.6,0.4,0.2,0.1,7.2,NA,2.710
2020-09-25,InvyMark/laSexta[282],NA,NA,29.1,21.8,14.6,11.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA
2020-09-20,DYM/Henneo[340][341][342],1008,NA,25.8,24,13.7,10.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA
2020-09-19,Demoscopia y Servicios/ESdiario[343],1000,NA,25.7,23.5,15.3,13.2,6.5,3.1,1.6,1.5,1.4,0.9,0.4,0.6,0.4,0.3,0.1,2.2,NA,2.710
2020-09-19,ElectoPanel/Electomanía[344],1632,NA,27.3,20.1,16.6,11.1,8.7,3.4,2.2,1.5,1.2,0.7,0.5,0.7,0.4,0.2,0.1,7.2,NA,2.610
2020-09-19,NC Report/La Razón[345][346],1000,62.4,26.8,24.1,15.2,11.3,6.3,3.4,2.4,1.5,1.2,NA,NA,NA,0.4,NA,NA,2.7,NA,2.69/10
2020-09-18,KeyData/Público[347],NA,67.2,27.7,22.8,14.7,11.4,7.7,3.6,1.9,1.6,1.2,0.9,0.5,NA,NA,NA,NA,4.9,NA,2.39
2020-09-17,Metroscopia[348],NA,59,28.3,21,17.5,10.2,5.7,2.7,NA,NA,NA,NA,NA,NA,0.4,NA,NA,7.3,NA,NA
2020-09-11,InvyMark/laSexta[349],NA,NA,28.6,22.4,14.5,11.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA
2020-09-11,ElectoPanel/Electomanía[350],1227,NA,27,20.3,16.6,11.1,8.6,3.4,2.2,1.3,1.2,0.7,0.5,0.6,0.4,0.2,0.1,6.7,NA,2.711
2020-09-11,Simple Lógica[351],1065,63.4,28.1,22.1,15.8,12.3,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
2020-09-07,CIS (SocioMétrica)[a][352],2904,61.8,28.5,19.1,15,12.3,9.7,2.5,1.6,1.5,0.9,0.6,0.3,0.9,0.4,0.1,NA,9.4,NA,1.5
2020-09-07,CIS[353][354][355],2904,NA,31.5,18.1,11.7,12.2,10.6,2.8,1.5,1.2,0.8,0.6,0.6,0.8,0.5,0.2,NA,13.4,NA,1.77
2020-09-06,Sigma Dos/Antena 3[356],NA,NA,28.9,25.3,13.5,12.1,6.2,3.3,0.9,1.9,NA,NA,NA,NA,NA,NA,NA,3.6,NA,1.6
2020-09-03,ElectoPanel/Electomanía[357],1240,NA,27.5,20.8,16.4,10.6,8.2,3.4,2.3,1.4,1.2,0.7,0.5,0.7,0.4,0.2,0.1,6.7,NA,2.710
2020-08-30,SocioMétrica/El Español[358],1620,NA,27.3,24.1,14.3,9.6,8.7,3.4,2.3,1.7,1.3,0.8,0.6,0.6,0.4,0.2,0.1,3.2,NA,2.710
